level,cell_type,number_of_cells,ds
level_2,outlier,1856,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,ipc_3,306,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,interneuron_8,73,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,radial_glia_10,83,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,excitatory_neuron_5,272,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,dividing_8,135,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,excitatory_neuron_4,43,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,excitatory_neuron_9,314,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,excitatory_neuron_6,57,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,excitatory_neuron_1,58,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,radial_glia_9,96,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,dividing_5,35,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,interneuron_9,6,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,opc_9,121,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,microglia_6,55,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,vascular_2,1,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,excitatory_neuron_8,69,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,dividing_9,116,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,radial_glia_11,110,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,outlier_11,26,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,dividing_6,27,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,radial_glia_13,27,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,opc_3,14,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,interneuron_6,39,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,vascular_8,4,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,opc_7,12,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,excitatory_neuron_7,27,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,vascular_9,15,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,microglia_9,6,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,radial_glia_15,1,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,interneuron_2,2,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,vascular_3,1,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,excitatory_neuron_10,6,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,radial_glia_18,1,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,cr_1,1,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,microglia_7,1,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,vascular_10,1,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_2,interneuron_3,1,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_1,inhibitory,31781,318_Jorstad2023_M1_Human_2023_10x
level_1,excitatory,76416,318_Jorstad2023_M1_Human_2023_10x
level_1,non-neuronal,6393,318_Jorstad2023_M1_Human_2023_10x
level_2,Lamp5,3638,318_Jorstad2023_M1_Human_2023_10x
level_2,Sncg,1180,318_Jorstad2023_M1_Human_2023_10x
level_2,Pax6,708,318_Jorstad2023_M1_Human_2023_10x
level_2,Vip,6738,318_Jorstad2023_M1_Human_2023_10x
level_2,Lamp5 Lhx6,1758,318_Jorstad2023_M1_Human_2023_10x
level_2,L5 ET,1563,318_Jorstad2023_M1_Human_2023_10x
level_2,L5/6 NP,2570,318_Jorstad2023_M1_Human_2023_10x
level_2,L6 CT,4401,318_Jorstad2023_M1_Human_2023_10x
level_2,L6b,2704,318_Jorstad2023_M1_Human_2023_10x
level_2,Astro,1556,318_Jorstad2023_M1_Human_2023_10x
level_2,OPC,537,318_Jorstad2023_M1_Human_2023_10x
level_2,Endo,64,318_Jorstad2023_M1_Human_2023_10x
level_2,Micro/PVM,433,318_Jorstad2023_M1_Human_2023_10x
level_2,Oligo,3760,318_Jorstad2023_M1_Human_2023_10x
level_2,VLMC,43,318_Jorstad2023_M1_Human_2023_10x
level_2,L2/3 IT,37285,318_Jorstad2023_M1_Human_2023_10x
level_2,L4 IT,4913,318_Jorstad2023_M1_Human_2023_10x
level_2,L5 IT,10867,318_Jorstad2023_M1_Human_2023_10x
level_2,L6 IT,10219,318_Jorstad2023_M1_Human_2023_10x
level_2,L6 IT Car3,1894,318_Jorstad2023_M1_Human_2023_10x
level_2,Chandelier,645,318_Jorstad2023_M1_Human_2023_10x
level_2,Pvalb,8962,318_Jorstad2023_M1_Human_2023_10x
level_2,Sst,8053,318_Jorstad2023_M1_Human_2023_10x
level_2,Sst Chodl,99,318_Jorstad2023_M1_Human_2023_10x
level_3,Lamp5_2,567,318_Jorstad2023_M1_Human_2023_10x
level_3,Lamp5_3,245,318_Jorstad2023_M1_Human_2023_10x
level_3,Sncg_6,202,318_Jorstad2023_M1_Human_2023_10x
level_3,Pax6_2,239,318_Jorstad2023_M1_Human_2023_10x
level_3,Lamp5_4,2545,318_Jorstad2023_M1_Human_2023_10x
level_3,Lamp5_5,168,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_28,281,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_31,108,318_Jorstad2023_M1_Human_2023_10x
level_3,Lamp5_1,113,318_Jorstad2023_M1_Human_2023_10x
level_3,Lamp5 Lhx6_1,957,318_Jorstad2023_M1_Human_2023_10x
level_3,Lamp5 Lhx6_2,801,318_Jorstad2023_M1_Human_2023_10x
level_3,Pax6_4,176,318_Jorstad2023_M1_Human_2023_10x
level_3,Sncg_1,148,318_Jorstad2023_M1_Human_2023_10x
level_3,Sncg_3,95,318_Jorstad2023_M1_Human_2023_10x
level_3,Pax6_3,91,318_Jorstad2023_M1_Human_2023_10x
level_3,Pax6_1,117,318_Jorstad2023_M1_Human_2023_10x
level_3,Pax6_5,85,318_Jorstad2023_M1_Human_2023_10x
level_3,Sncg_5,160,318_Jorstad2023_M1_Human_2023_10x
level_3,Sncg_4,94,318_Jorstad2023_M1_Human_2023_10x
level_3,Sncg_2,365,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_29,117,318_Jorstad2023_M1_Human_2023_10x
level_3,Sncg_7,116,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_12,297,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_27,110,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_26,162,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_25,167,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_14,237,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_30,146,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_17,165,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_19,139,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_18,138,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_20,97,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_22,103,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_15,161,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_13,193,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_1,160,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_21,186,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_8,60,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_9,742,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_7,665,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_4,82,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_3,158,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_5,640,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_6,118,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_16,142,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_23,179,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_24,301,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_2,241,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_10,130,318_Jorstad2023_M1_Human_2023_10x
level_3,Vip_11,313,318_Jorstad2023_M1_Human_2023_10x
level_3,L5 ET_1,901,318_Jorstad2023_M1_Human_2023_10x
level_3,L5 ET_2,202,318_Jorstad2023_M1_Human_2023_10x
level_3,L5 ET_3,460,318_Jorstad2023_M1_Human_2023_10x
level_3,L5/6 NP_1,1450,318_Jorstad2023_M1_Human_2023_10x
level_3,L5/6 NP_2,292,318_Jorstad2023_M1_Human_2023_10x
level_3,L5/6 NP_4,520,318_Jorstad2023_M1_Human_2023_10x
level_3,L5/6 NP_3,308,318_Jorstad2023_M1_Human_2023_10x
level_3,L6 CT_2,3101,318_Jorstad2023_M1_Human_2023_10x
level_3,L6 CT_3,515,318_Jorstad2023_M1_Human_2023_10x
level_3,L6 CT_4,373,318_Jorstad2023_M1_Human_2023_10x
level_3,L6 CT_1,412,318_Jorstad2023_M1_Human_2023_10x
level_3,L6b_3,94,318_Jorstad2023_M1_Human_2023_10x
level_3,L6b_5,2311,318_Jorstad2023_M1_Human_2023_10x
level_3,L6b_6,61,318_Jorstad2023_M1_Human_2023_10x
level_3,L6b_4,37,318_Jorstad2023_M1_Human_2023_10x
level_3,L6b_2,111,318_Jorstad2023_M1_Human_2023_10x
level_3,L6b_1,90,318_Jorstad2023_M1_Human_2023_10x
level_3,Astro_1,1349,318_Jorstad2023_M1_Human_2023_10x
level_3,OPC_1,537,318_Jorstad2023_M1_Human_2023_10x
level_3,Astro_3,148,318_Jorstad2023_M1_Human_2023_10x
level_3,Astro_2,59,318_Jorstad2023_M1_Human_2023_10x
level_3,Endo_1,64,318_Jorstad2023_M1_Human_2023_10x
level_3,Micro/PVM_1,433,318_Jorstad2023_M1_Human_2023_10x
level_3,Oligo_1,3233,318_Jorstad2023_M1_Human_2023_10x
level_3,Oligo_2,527,318_Jorstad2023_M1_Human_2023_10x
level_3,VLMC_1,43,318_Jorstad2023_M1_Human_2023_10x
level_3,L2/3 IT_4,4406,318_Jorstad2023_M1_Human_2023_10x
level_3,L4 IT_1,3866,318_Jorstad2023_M1_Human_2023_10x
level_3,L2/3 IT_3,18248,318_Jorstad2023_M1_Human_2023_10x
level_3,L2/3 IT_5,421,318_Jorstad2023_M1_Human_2023_10x
level_3,L2/3 IT_2,13909,318_Jorstad2023_M1_Human_2023_10x
level_3,L4 IT_2,207,318_Jorstad2023_M1_Human_2023_10x
level_3,L2/3 IT_1,301,318_Jorstad2023_M1_Human_2023_10x
level_3,L4 IT_3,840,318_Jorstad2023_M1_Human_2023_10x
level_3,L5 IT_3,7229,318_Jorstad2023_M1_Human_2023_10x
level_3,L6 IT_1,9704,318_Jorstad2023_M1_Human_2023_10x
level_3,L5 IT_4,612,318_Jorstad2023_M1_Human_2023_10x
level_3,L5 IT_1,2865,318_Jorstad2023_M1_Human_2023_10x
level_3,L5 IT_2,161,318_Jorstad2023_M1_Human_2023_10x
level_3,L6 IT_2,515,318_Jorstad2023_M1_Human_2023_10x
level_3,L6 IT Car3_1,1894,318_Jorstad2023_M1_Human_2023_10x
level_3,Chandelier_1,645,318_Jorstad2023_M1_Human_2023_10x
level_3,Pvalb_6,201,318_Jorstad2023_M1_Human_2023_10x
level_3,Pvalb_17,442,318_Jorstad2023_M1_Human_2023_10x
level_3,Pvalb_14,578,318_Jorstad2023_M1_Human_2023_10x
level_3,Pvalb_7,160,318_Jorstad2023_M1_Human_2023_10x
level_3,Pvalb_16,188,318_Jorstad2023_M1_Human_2023_10x
level_3,Pvalb_8,146,318_Jorstad2023_M1_Human_2023_10x
level_3,Pvalb_13,440,318_Jorstad2023_M1_Human_2023_10x
level_3,Pvalb_2,137,318_Jorstad2023_M1_Human_2023_10x
level_3,Pvalb_4,306,318_Jorstad2023_M1_Human_2023_10x
level_3,Pvalb_5,4612,318_Jorstad2023_M1_Human_2023_10x
level_3,Pvalb_12,205,318_Jorstad2023_M1_Human_2023_10x
level_3,Pvalb_15,628,318_Jorstad2023_M1_Human_2023_10x
level_3,Pvalb_9,230,318_Jorstad2023_M1_Human_2023_10x
level_3,Pvalb_11,287,318_Jorstad2023_M1_Human_2023_10x
level_3,Pvalb_1,187,318_Jorstad2023_M1_Human_2023_10x
level_3,Pvalb_10,121,318_Jorstad2023_M1_Human_2023_10x
level_3,Pvalb_3,94,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_32,288,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_11,126,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_4,244,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_5,311,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_3,155,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_13,193,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_12,466,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_1,213,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_8,442,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_15,152,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_7,266,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_14,1127,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_6,122,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_10,79,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_2,167,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst Chodl_1,99,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_9,128,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_23,260,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_22,163,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_29,321,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_25,173,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_19,140,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_18,319,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_30,370,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_27,271,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_17,127,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_26,73,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_28,268,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_20,347,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_16,184,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_24,213,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_21,158,318_Jorstad2023_M1_Human_2023_10x
level_3,Sst_31,187,318_Jorstad2023_M1_Human_2023_10x
level_1,inhibitory,46416,319_Jorstad2023_S1_Human_2023_10x
level_1,excitatory,92372,319_Jorstad2023_S1_Human_2023_10x
level_1,non-neuronal,14326,319_Jorstad2023_S1_Human_2023_10x
level_2,Lamp5,4571,319_Jorstad2023_S1_Human_2023_10x
level_2,Sncg,1599,319_Jorstad2023_S1_Human_2023_10x
level_2,Lamp5 Lhx6,2442,319_Jorstad2023_S1_Human_2023_10x
level_2,Pax6,863,319_Jorstad2023_S1_Human_2023_10x
level_2,Vip,9962,319_Jorstad2023_S1_Human_2023_10x
level_2,L5 ET,1070,319_Jorstad2023_S1_Human_2023_10x
level_2,L6 CT,4945,319_Jorstad2023_S1_Human_2023_10x
level_2,L5/6 NP,3274,319_Jorstad2023_S1_Human_2023_10x
level_2,L6b,4369,319_Jorstad2023_S1_Human_2023_10x
level_2,Astro,3209,319_Jorstad2023_S1_Human_2023_10x
level_2,VLMC,120,319_Jorstad2023_S1_Human_2023_10x
level_2,Endo,129,319_Jorstad2023_S1_Human_2023_10x
level_2,Micro/PVM,1303,319_Jorstad2023_S1_Human_2023_10x
level_2,OPC,1139,319_Jorstad2023_S1_Human_2023_10x
level_2,Oligo,8426,319_Jorstad2023_S1_Human_2023_10x
level_2,L2/3 IT,35906,319_Jorstad2023_S1_Human_2023_10x
level_2,L4 IT,9476,319_Jorstad2023_S1_Human_2023_10x
level_2,L6 IT,10825,319_Jorstad2023_S1_Human_2023_10x
level_2,L6 IT Car3,3574,319_Jorstad2023_S1_Human_2023_10x
level_2,L5 IT,18933,319_Jorstad2023_S1_Human_2023_10x
level_2,Chandelier,1886,319_Jorstad2023_S1_Human_2023_10x
level_2,Pvalb,10853,319_Jorstad2023_S1_Human_2023_10x
level_2,Sst,13995,319_Jorstad2023_S1_Human_2023_10x
level_2,Sst Chodl,245,319_Jorstad2023_S1_Human_2023_10x
level_3,Lamp5_5,2569,319_Jorstad2023_S1_Human_2023_10x
level_3,Lamp5_4,556,319_Jorstad2023_S1_Human_2023_10x
level_3,Lamp5_6,364,319_Jorstad2023_S1_Human_2023_10x
level_3,Lamp5_3,383,319_Jorstad2023_S1_Human_2023_10x
level_3,Lamp5_2,514,319_Jorstad2023_S1_Human_2023_10x
level_3,Lamp5_1,185,319_Jorstad2023_S1_Human_2023_10x
level_3,Sncg_4,255,319_Jorstad2023_S1_Human_2023_10x
level_3,Sncg_3,254,319_Jorstad2023_S1_Human_2023_10x
level_3,Lamp5 Lhx6_1,1459,319_Jorstad2023_S1_Human_2023_10x
level_3,Lamp5 Lhx6_2,983,319_Jorstad2023_S1_Human_2023_10x
level_3,Pax6_5,406,319_Jorstad2023_S1_Human_2023_10x
level_3,Sncg_5,576,319_Jorstad2023_S1_Human_2023_10x
level_3,Pax6_4,35,319_Jorstad2023_S1_Human_2023_10x
level_3,Pax6_2,198,319_Jorstad2023_S1_Human_2023_10x
level_3,Pax6_3,97,319_Jorstad2023_S1_Human_2023_10x
level_3,Pax6_1,127,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_22,190,319_Jorstad2023_S1_Human_2023_10x
level_3,Sncg_7,184,319_Jorstad2023_S1_Human_2023_10x
level_3,Sncg_6,97,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_2,248,319_Jorstad2023_S1_Human_2023_10x
level_3,Sncg_2,145,319_Jorstad2023_S1_Human_2023_10x
level_3,Sncg_1,88,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_1,45,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_16,138,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_13,1474,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_9,117,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_14,656,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_23,268,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_17,182,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_18,154,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_15,295,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_25,414,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_19,272,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_30,240,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_24,88,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_7,183,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_5,150,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_26,1164,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_8,99,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_6,121,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_4,141,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_3,163,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_11,268,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_10,132,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_20,404,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_12,106,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_29,178,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_27,634,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_31,720,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_28,184,319_Jorstad2023_S1_Human_2023_10x
level_3,Vip_21,534,319_Jorstad2023_S1_Human_2023_10x
level_3,L5 ET_1,528,319_Jorstad2023_S1_Human_2023_10x
level_3,L5 ET_2,542,319_Jorstad2023_S1_Human_2023_10x
level_3,L6 CT_1,4507,319_Jorstad2023_S1_Human_2023_10x
level_3,L5/6 NP_2,691,319_Jorstad2023_S1_Human_2023_10x
level_3,L5/6 NP_1,2583,319_Jorstad2023_S1_Human_2023_10x
level_3,L6 CT_2,438,319_Jorstad2023_S1_Human_2023_10x
level_3,L6b_4,3279,319_Jorstad2023_S1_Human_2023_10x
level_3,L6b_5,257,319_Jorstad2023_S1_Human_2023_10x
level_3,L6b_1,541,319_Jorstad2023_S1_Human_2023_10x
level_3,L6b_3,83,319_Jorstad2023_S1_Human_2023_10x
level_3,L6b_2,209,319_Jorstad2023_S1_Human_2023_10x
level_3,Astro_1,2615,319_Jorstad2023_S1_Human_2023_10x
level_3,Astro_2,139,319_Jorstad2023_S1_Human_2023_10x
level_3,Astro_3,455,319_Jorstad2023_S1_Human_2023_10x
level_3,VLMC_1,120,319_Jorstad2023_S1_Human_2023_10x
level_3,Endo_1,129,319_Jorstad2023_S1_Human_2023_10x
level_3,Micro/PVM_1,1303,319_Jorstad2023_S1_Human_2023_10x
level_3,OPC_1,1139,319_Jorstad2023_S1_Human_2023_10x
level_3,Oligo_2,7908,319_Jorstad2023_S1_Human_2023_10x
level_3,Oligo_3,143,319_Jorstad2023_S1_Human_2023_10x
level_3,Oligo_1,375,319_Jorstad2023_S1_Human_2023_10x
level_3,L2/3 IT_2,625,319_Jorstad2023_S1_Human_2023_10x
level_3,L2/3 IT_6,26459,319_Jorstad2023_S1_Human_2023_10x
level_3,L2/3 IT_5,1339,319_Jorstad2023_S1_Human_2023_10x
level_3,L2/3 IT_3,3859,319_Jorstad2023_S1_Human_2023_10x
level_3,L2/3 IT_1,313,319_Jorstad2023_S1_Human_2023_10x
level_3,L4 IT_3,901,319_Jorstad2023_S1_Human_2023_10x
level_3,L4 IT_4,258,319_Jorstad2023_S1_Human_2023_10x
level_3,L2/3 IT_4,3311,319_Jorstad2023_S1_Human_2023_10x
level_3,L6 IT_2,10088,319_Jorstad2023_S1_Human_2023_10x
level_3,L6 IT Car3_1,3574,319_Jorstad2023_S1_Human_2023_10x
level_3,L4 IT_2,3753,319_Jorstad2023_S1_Human_2023_10x
level_3,L5 IT_2,13680,319_Jorstad2023_S1_Human_2023_10x
level_3,L6 IT_1,737,319_Jorstad2023_S1_Human_2023_10x
level_3,L5 IT_1,1685,319_Jorstad2023_S1_Human_2023_10x
level_3,L5 IT_4,3315,319_Jorstad2023_S1_Human_2023_10x
level_3,L4 IT_1,4564,319_Jorstad2023_S1_Human_2023_10x
level_3,L5 IT_3,253,319_Jorstad2023_S1_Human_2023_10x
level_3,Chandelier_1,1886,319_Jorstad2023_S1_Human_2023_10x
level_3,Pvalb_5,580,319_Jorstad2023_S1_Human_2023_10x
level_3,Pvalb_3,960,319_Jorstad2023_S1_Human_2023_10x
level_3,Pvalb_11,768,319_Jorstad2023_S1_Human_2023_10x
level_3,Pvalb_10,361,319_Jorstad2023_S1_Human_2023_10x
level_3,Pvalb_8,5725,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_17,187,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_1,248,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_16,192,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_2,257,319_Jorstad2023_S1_Human_2023_10x
level_3,Pvalb_7,1473,319_Jorstad2023_S1_Human_2023_10x
level_3,Pvalb_4,104,319_Jorstad2023_S1_Human_2023_10x
level_3,Pvalb_1,237,319_Jorstad2023_S1_Human_2023_10x
level_3,Pvalb_2,185,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_33,113,319_Jorstad2023_S1_Human_2023_10x
level_3,Pvalb_9,368,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_31,290,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_24,754,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_26,582,319_Jorstad2023_S1_Human_2023_10x
level_3,Pvalb_6,92,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_10,1074,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_35,78,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_5,254,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_34,328,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_30,323,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_32,1054,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_9,698,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_29,890,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_28,342,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_27,129,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_7,406,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_25,324,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_22,70,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_6,718,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_23,669,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_8,184,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_18,291,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_3,357,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_14,373,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_19,385,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_15,120,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_21,626,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_4,100,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_13,373,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_11,291,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_12,527,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst Chodl_2,53,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst Chodl_1,192,319_Jorstad2023_S1_Human_2023_10x
level_3,Sst_20,388,319_Jorstad2023_S1_Human_2023_10x
